Genotype,Mode,Trait1,Trait2,mu,upr,lwr,pval
An1,HTD,ShapeBlade,SLA,-0.535899631917596,-0.1456350099357678,-0.8222752148483125,0.017
An1,HTD,ShapeBlade,Yield,0.24537831552626033,0.5988709187138346,-0.14868387632923907,0.149
An1,HTD,SLA,FT,-0.9289474760914807,-0.8059493641092086,-0.9912196101695747,0
An1,HTD,SLA,LeafRate,-0.624655799049945,-0.34693067383926857,-0.8283632873028354,4e-4
An1,HTD,SLA,LeafSize,0.43796902621336264,0.6949114396091762,0.11355608954552061,0.0128
An1,HTD,SLA,N,-0.2192360593272485,0.25986275252691843,-0.6635752302378453,0.2308
An1,HTD,SLA,Nmol,-0.6436057677872371,-0.08232837434343884,-0.9195158297059493,0.036
An1,HTD,SLA,Phyllochron,0.842855899070185,0.9712927141145246,0.6272536305489873,0
An1,HTD,SLA,RGR,0.04692392165447608,0.3977521860641825,-0.3316128045700783,0.4248
An1,HTD,SLA,SeedLength,0.7061688563497024,0.9008913946763212,0.43795894022147114,0
An1,HTD,SLA,Yield,-0.8922086978537505,-0.7686066392766648,-0.9723382935900211,0
An1,HTD,Yield,LeafRate,0.655039113172974,0.8652577062826534,0.35281943593683607,4e-4
An1,HTD,Yield,Phyllochron,-0.9746695561160883,-0.904277983246911,-0.998035361463022,0
An1,HTD,Yield,RGR,-0.018237943431398687,0.38930497877531356,-0.4195852071730306,0.4742
An1,HTD,Yield,SeedLength,-0.8813189324602375,-0.6555124167540949,-0.9868612932751712,0
An1,PSD,A,Angle,NA,NA,NA,NA
An1,PSD,A,Chl,NA,NA,NA,NA
An1,PSD,A,DW,NA,NA,NA,NA
An1,PSD,A,FT,NA,NA,NA,NA
An1,PSD,A,gsw,NA,NA,NA,NA
An1,PSD,A,LeafRate,NA,NA,NA,NA
An1,PSD,A,LeafSize,NA,NA,NA,NA
An1,PSD,A,N,NA,NA,NA,NA
An1,PSD,A,Nmol,NA,NA,NA,NA
An1,PSD,A,PetioleRatio,NA,NA,NA,NA
An1,PSD,A,Phyllochron,NA,NA,NA,NA
An1,PSD,A,RGR,NA,NA,NA,NA
An1,PSD,A,RootLength,NA,NA,NA,NA
An1,PSD,A,SeedLength,NA,NA,NA,NA
An1,PSD,A,ShapeBlade,NA,NA,NA,NA
An1,PSD,A,SLA,NA,NA,NA,NA
An1,PSD,A,Yield,NA,NA,NA,NA
An1,PSD,Angle,FT,-0.26891625104678385,0.6676294476269777,-0.8574057076033922,0.3004
An1,PSD,Angle,LeafRate,0.271356638006912,0.6555781026877209,-0.1457699649723374,0.1466
An1,PSD,Angle,LeafSize,-0.5487143076493792,-0.30649591637832213,-0.7481844203629251,0.001
An1,PSD,Angle,N,0.12552904121398206,0.4579941089650668,-0.2363575879654827,0.2688
An1,PSD,Angle,Nmol,0.5516662677425037,0.964273517844301,-0.36743009204668703,0.1528
An1,PSD,Angle,PetioleRatio,0.6638533183059624,0.8864260766509116,0.35820756893210814,8e-4
An1,PSD,Angle,Phyllochron,0.6651431294162269,0.9672591297502968,-0.0284139059239829,0.057
An1,PSD,Angle,RGR,0.36800171596463627,0.6801173795206237,0.018705074859835965,0.0406
An1,PSD,Angle,SeedLength,0.21591249962584727,0.8721177920372889,-0.6736800378937325,0.362
An1,PSD,Angle,ShapeBlade,0.3066199959438508,0.6513056443057952,-0.11957401511507651,0.1146
An1,PSD,Angle,SLA,0.7345876981158973,0.9479798887261898,0.36831759158231386,0.0026
An1,PSD,Angle,Yield,-0.6457934310165301,-0.3610509093834538,-0.8589401328223777,0.001
An1,PSD,Chl,Angle,NA,NA,NA,NA
An1,PSD,Chl,DW,NA,NA,NA,NA
An1,PSD,Chl,FT,NA,NA,NA,NA
An1,PSD,Chl,gsw,NA,NA,NA,NA
An1,PSD,Chl,LeafRate,NA,NA,NA,NA
An1,PSD,Chl,LeafSize,NA,NA,NA,NA
An1,PSD,Chl,N,NA,NA,NA,NA
An1,PSD,Chl,Nmol,NA,NA,NA,NA
An1,PSD,Chl,PetioleRatio,NA,NA,NA,NA
An1,PSD,Chl,Phyllochron,NA,NA,NA,NA
An1,PSD,Chl,RGR,NA,NA,NA,NA
An1,PSD,Chl,RootLength,NA,NA,NA,NA
An1,PSD,Chl,SeedLength,NA,NA,NA,NA
An1,PSD,Chl,ShapeBlade,NA,NA,NA,NA
An1,PSD,Chl,SLA,NA,NA,NA,NA
An1,PSD,Chl,Yield,NA,NA,NA,NA
An1,PSD,DW,Angle,-0.5762836435094697,-0.3637080038237734,-0.7514460944100179,6e-4
An1,PSD,DW,FT,-0.017787205752632193,0.7512143964215611,-0.8325683645273824,0.4872
An1,PSD,DW,LeafRate,-0.3305976026906103,-0.02051271891120658,-0.5772395393735351,0.039
An1,PSD,DW,LeafSize,0.9909363607920383,0.999311287961506,0.9585761890816852,0
An1,PSD,DW,N,0.6929926616814763,0.8730041586495682,0.48935353371985374,0
An1,PSD,DW,Nmol,0.08431958942250484,0.8187933205470059,-0.6294153514789067,0.4442
An1,PSD,DW,PetioleRatio,-0.8260486945181669,-0.6846150616421646,-0.9198939114289539,0
An1,PSD,DW,Phyllochron,-0.7030363760449079,0.012028729073690701,-0.9662232271560426,0.0524
An1,PSD,DW,RGR,-0.4001637578415606,-0.1551856638144929,-0.5935148783573931,0.0034
An1,PSD,DW,RootLength,0.8256219108471967,0.922790161533622,0.6882218367821638,0
An1,PSD,DW,SeedLength,0.29602079604687326,0.822169730196094,-0.3975093709296972,0.25
An1,PSD,DW,ShapeBlade,-0.9347777309871803,-0.7392323074591646,-0.9947740671967429,0
An1,PSD,DW,SLA,-0.8946928790482724,-0.748798895190317,-0.9746921929262058,0
An1,PSD,DW,Yield,0.8487823410842277,0.9828770081587065,0.5582469019048143,0
An1,PSD,FT,LeafRate,0.6082053829197105,0.957216209498548,-0.2026601068010304,0.094
An1,PSD,FT,Phyllochron,0.2614471927968248,0.9022047613425318,-0.6590621975732796,0.3278
An1,PSD,FT,RGR,0.5665810010959997,0.9531804752490862,-0.22322255807076039,0.1068
An1,PSD,FT,SeedLength,0.3114783829849878,0.9298979761280458,-0.6112938346302229,0.2934
An1,PSD,FT,Yield,-0.28124032854797987,0.5363040229358983,-0.89595699309941,0.296
An1,PSD,gsw,Angle,NA,NA,NA,NA
An1,PSD,gsw,DW,NA,NA,NA,NA
An1,PSD,gsw,FT,NA,NA,NA,NA
An1,PSD,gsw,LeafRate,NA,NA,NA,NA
An1,PSD,gsw,LeafSize,NA,NA,NA,NA
An1,PSD,gsw,N,NA,NA,NA,NA
An1,PSD,gsw,Nmol,NA,NA,NA,NA
An1,PSD,gsw,PetioleRatio,NA,NA,NA,NA
An1,PSD,gsw,Phyllochron,NA,NA,NA,NA
An1,PSD,gsw,RGR,NA,NA,NA,NA
An1,PSD,gsw,RootLength,NA,NA,NA,NA
An1,PSD,gsw,SeedLength,NA,NA,NA,NA
An1,PSD,gsw,ShapeBlade,NA,NA,NA,NA
An1,PSD,gsw,SLA,NA,NA,NA,NA
An1,PSD,gsw,Yield,NA,NA,NA,NA
An1,PSD,LeafSize,FT,-0.02823441430937157,0.773422849550266,-0.8297784634569086,0.4834
An1,PSD,LeafSize,LeafRate,-0.3053360870107914,0.004130765876758508,-0.5606332556566861,0.0522
An1,PSD,LeafSize,N,0.7083145871828058,0.8899735643851905,0.4821826148936095,0
An1,PSD,LeafSize,Nmol,0.1228725050992395,0.8317770088577768,-0.6152987424613506,0.4114
An1,PSD,LeafSize,Phyllochron,-0.6819238104302565,0.0593099258036963,-0.9595025445003494,0.0614
An1,PSD,LeafSize,RGR,-0.37320119519638395,-0.12201747103113247,-0.5833714822870849,0.009
An1,PSD,LeafSize,SeedLength,0.32250511867290177,0.8380840007279188,-0.3778082415266361,0.2278
An1,PSD,LeafSize,Yield,0.8288688609957988,0.9775090308075318,0.5322475407618641,0
An1,PSD,LUE,A,NA,NA,NA,NA
An1,PSD,LUE,Angle,NA,NA,NA,NA
An1,PSD,LUE,Chl,NA,NA,NA,NA
An1,PSD,LUE,DW,NA,NA,NA,NA
An1,PSD,LUE,FT,NA,NA,NA,NA
An1,PSD,LUE,gsw,NA,NA,NA,NA
An1,PSD,LUE,LeafRate,NA,NA,NA,NA
An1,PSD,LUE,LeafSize,NA,NA,NA,NA
An1,PSD,LUE,N,NA,NA,NA,NA
An1,PSD,LUE,Nmol,NA,NA,NA,NA
An1,PSD,LUE,PetioleRatio,NA,NA,NA,NA
An1,PSD,LUE,Phyllochron,NA,NA,NA,NA
An1,PSD,LUE,RGR,NA,NA,NA,NA
An1,PSD,LUE,RootLength,NA,NA,NA,NA
An1,PSD,LUE,SeedLength,NA,NA,NA,NA
An1,PSD,LUE,ShapeBlade,NA,NA,NA,NA
An1,PSD,LUE,SLA,NA,NA,NA,NA
An1,PSD,LUE,Yield,NA,NA,NA,NA
An1,PSD,N,FT,-0.4473003708565998,0.49218675495009595,-0.9463211377684017,0.2108
An1,PSD,N,LeafRate,-0.40981336880021746,-0.035502296898502865,-0.670006776041409,0.0362
An1,PSD,N,Nmol,0.47672616282988944,0.9328765530588317,-0.5134753944908876,0.1832
An1,PSD,N,Phyllochron,-0.398825086651743,0.326752570058793,-0.8862369772386228,0.1812
An1,PSD,N,RGR,-0.4046440328170633,-0.0902086128167294,-0.6389924667930604,0.0222
An1,PSD,N,SeedLength,0.2992448463136988,0.7468792118750752,-0.25390201076720226,0.1792
An1,PSD,N,Yield,0.5720546971008666,0.8226685029851242,0.24298305601706097,0.0044
An1,PSD,Nmol,FT,0.010031165255691508,0.8668143478524755,-0.8202106589677047,0.4922
An1,PSD,Nmol,LeafRate,0.3710173392067362,0.9254488217122095,-0.31280524370251456,0.1916
An1,PSD,Nmol,Phyllochron,0.36462629366365584,0.9344191319257816,-0.5736010719852978,0.2756
An1,PSD,Nmol,RGR,0.41375655396162486,0.9279976488343592,-0.2797539070585107,0.1672
An1,PSD,Nmol,SeedLength,0.5906453005578138,0.9664904251336911,-0.2663693901349555,0.1242
An1,PSD,Nmol,Yield,-0.2514555810907766,0.5778029885479218,-0.879654753166804,0.3166
An1,PSD,PetioleRatio,FT,0.30201741469606824,0.9053745161399535,-0.511215104384648,0.2772
An1,PSD,PetioleRatio,LeafRate,0.7489009886012759,0.9176856462073345,0.46209565849532963,4e-4
An1,PSD,PetioleRatio,LeafSize,-0.8040803125093596,-0.6530017809003884,-0.9113240352285897,0
An1,PSD,PetioleRatio,N,-0.5638545759118901,-0.262451002504829,-0.7955037399394284,0.0026
An1,PSD,PetioleRatio,Nmol,0.2791629850667879,0.8785024063600452,-0.5379182858817658,0.298
An1,PSD,PetioleRatio,Phyllochron,0.8645603008141518,0.9897074471108717,0.3678161516650045,0.01
An1,PSD,PetioleRatio,RGR,0.8034579252758027,0.9337192455193267,0.6028235504170047,0
An1,PSD,PetioleRatio,SeedLength,0.2047721893890837,0.766346770308207,-0.48649291088905106,0.3176
An1,PSD,PetioleRatio,ShapeBlade,0.7231546325588213,0.9037237212582846,0.41739254338063825,8e-4
An1,PSD,PetioleRatio,SLA,0.9451073633421806,0.9946676584294485,0.7817085501432054,0
An1,PSD,PetioleRatio,Yield,-0.9618858828657446,-0.8328874913492482,-0.9972898773548828,0
An1,PSD,Phyllochron,LeafRate,0.6864148828306883,0.9689562681021933,0.10894789692637961,0.0306
An1,PSD,Phyllochron,RGR,0.7387660544091379,0.9756469133308023,0.23608386260185657,0.013
An1,PSD,Phyllochron,SeedLength,0.27652691809846625,0.9192138125381248,-0.5857985864361376,0.3058
An1,PSD,Rd,A,NA,NA,NA,NA
An1,PSD,Rd,Angle,NA,NA,NA,NA
An1,PSD,Rd,Chl,NA,NA,NA,NA
An1,PSD,Rd,DW,NA,NA,NA,NA
An1,PSD,Rd,FT,NA,NA,NA,NA
An1,PSD,Rd,gsw,NA,NA,NA,NA
An1,PSD,Rd,LeafRate,NA,NA,NA,NA
An1,PSD,Rd,LeafSize,NA,NA,NA,NA
An1,PSD,Rd,LUE,NA,NA,NA,NA
An1,PSD,Rd,N,NA,NA,NA,NA
An1,PSD,Rd,Nmol,NA,NA,NA,NA
An1,PSD,Rd,PetioleRatio,NA,NA,NA,NA
An1,PSD,Rd,Phyllochron,NA,NA,NA,NA
An1,PSD,Rd,RGR,NA,NA,NA,NA
An1,PSD,Rd,RootLength,NA,NA,NA,NA
An1,PSD,Rd,SeedLength,NA,NA,NA,NA
An1,PSD,Rd,ShapeBlade,NA,NA,NA,NA
An1,PSD,Rd,SLA,NA,NA,NA,NA
An1,PSD,Rd,Yield,NA,NA,NA,NA
An1,PSD,RGR,LeafRate,0.9543584229598177,0.9966703095214086,0.7763906743198294,0
An1,PSD,RootLength,Angle,-0.5092183387373126,-0.24452549361450962,-0.740548297712732,0.0026
An1,PSD,RootLength,FT,-0.4132936623700299,0.41544548275002924,-0.9273105049162453,0.2068
An1,PSD,RootLength,LeafRate,-0.7799944314253092,-0.5330481844281011,-0.9293887414113469,0
An1,PSD,RootLength,LeafSize,0.8068773872207533,0.9204383683224946,0.6560199958685329,0
An1,PSD,RootLength,N,0.6961351641181344,0.8654821715267911,0.4694956383787377,0
An1,PSD,RootLength,Nmol,-0.16297922210314203,0.5875837237847412,-0.8438083757729739,0.3766
An1,PSD,RootLength,PetioleRatio,-0.9679596506316406,-0.8619087951988813,-0.9976186368857044,0
An1,PSD,RootLength,Phyllochron,-0.8412737722345794,-0.29737131951001117,-0.9878217194064124,0.012
An1,PSD,RootLength,RGR,-0.8259842965536164,-0.6390878570485224,-0.9406780489220764,0
An1,PSD,RootLength,SeedLength,-0.1661256166319152,0.46128160203058727,-0.7095710348798784,0.3348
An1,PSD,RootLength,ShapeBlade,-0.7738782156307809,-0.5074144864755896,-0.9312554037074787,2e-4
An1,PSD,RootLength,SLA,-0.9219434288113129,-0.7235826588328405,-0.9927897356538997,0
An1,PSD,RootLength,Yield,0.9516466252976727,0.9957290414870941,0.8172210481869175,0
An1,PSD,SeedLength,LeafRate,0.5688236322610376,0.9199001406604135,0.0033460689762776783,0.049
An1,PSD,SeedLength,RGR,0.5651695164048796,0.9205488814683244,-0.0021956202339926214,0.0506
An1,PSD,ShapeBlade,FT,0.14633264705624877,0.8926569006474221,-0.7026211517421636,0.4056
An1,PSD,ShapeBlade,LeafRate,0.30551347267533135,0.6121711190757886,-0.10556929469664636,0.1054
An1,PSD,ShapeBlade,LeafSize,-0.9411228002164853,-0.7518213218614489,-0.9955364464460231,0
An1,PSD,ShapeBlade,N,-0.8556534214261454,-0.5687140267895773,-0.9836263486132765,0
An1,PSD,ShapeBlade,Nmol,-0.3095509922218146,0.5480655771430678,-0.9040735915494187,0.2888
An1,PSD,ShapeBlade,Phyllochron,0.5683239346954494,0.9382373019067441,-0.21450640972707738,0.1032
An1,PSD,ShapeBlade,RGR,0.34611630638552154,0.6261561484521729,-0.012027070939178432,0.0574
An1,PSD,ShapeBlade,SeedLength,-0.3825055486454355,0.2795758590871767,-0.8477125463144515,0.1654
An1,PSD,ShapeBlade,SLA,0.7800969138803124,0.9520804661688878,0.4352903762142082,0.0014
An1,PSD,ShapeBlade,Yield,-0.7375942987710467,-0.3535941632986125,-0.9539112592399508,0.0026
An1,PSD,SLA,FT,0.15902830475698912,0.8801310134899105,-0.6631604544803705,0.3928
An1,PSD,SLA,LeafRate,0.5945043236002205,0.8354010325802492,0.2209139927120844,0.007
An1,PSD,SLA,LeafSize,-0.8780368275685646,-0.7169543652874268,-0.9692202234571163,0
An1,PSD,SLA,N,-0.5460097380302792,-0.1465329566278404,-0.8514309333936242,0.0156
An1,PSD,SLA,Nmol,0.215167131750756,0.8602981642840098,-0.6101089440393349,0.345
An1,PSD,SLA,Phyllochron,0.8324053299412439,0.9889191129648195,0.2436422299335752,0.0202
An1,PSD,SLA,RGR,0.6615388845090789,0.8593351653579082,0.3579963765126043,4e-4
An1,PSD,SLA,SeedLength,0.05966010227130948,0.7187637728558192,-0.6450247257883531,0.4484
An1,PSD,SLA,Yield,-0.9376803717898763,-0.7467474142292723,-0.9951504675732055,0
An1,PSD,Yield,LeafRate,-0.7167932092137151,-0.341682088549834,-0.9422189518694123,0.0026
An1,PSD,Yield,Phyllochron,-0.8438599321335484,-0.33086663012403755,-0.9891144571894279,0.0142
An1,PSD,Yield,RGR,-0.7802951360394275,-0.4562310642509475,-0.9650943217825212,0
An1,PSD,Yield,SeedLength,-0.17624448215692706,0.5579777345992535,-0.7896031908076805,0.3602
Average,All,A,Angle,-0.26331884437907205,-0.011670953761851146,-0.5017799893286317,0.042
Average,All,A,Chl,-0.3674548600014568,-0.0017473322835212448,-0.6369296205903938,0.0488
Average,All,A,DW,-0.4104982340365032,-0.20238511972259296,-0.5710650723971075,0.0064
Average,All,A,FT,0.6691263704305311,0.8443327550466372,0.44801195996003385,0.001
Average,All,A,gsw,0.8480078369318461,0.9524834854386911,0.6305414205370615,0.0022
Average,All,A,LeafRate,0.2427390931368231,0.49556840310632677,-0.012747855069040194,0.0604
Average,All,A,LeafSize,-0.4959068154715559,-0.2768816267143798,-0.6687287160518043,0.003
Average,All,A,N,0.43143680010804153,0.6243727397016351,0.20799971613075338,0.0022
Average,All,A,Nmol,0.7790568319110147,0.92664069476014,0.5083804645630947,0.0018
Average,All,A,PetioleRatio,-0.5788643889586582,-0.38398757288557117,-0.7468052203310668,2e-4
Average,All,A,Phyllochron,-0.2474802163797296,2.3665353563543311e-4,-0.494189230570528,0.0506
Average,All,A,RGR,-0.11502201255998028,0.180555083348394,-0.3961594301917594,0.2492
Average,All,A,RootLength,-0.8614258604650973,-0.7018013909368047,-0.9426430971721431,2e-4
Average,All,A,SeedLength,-0.7769165234697859,-0.5426294471676261,-0.919813892325931,0.002
Average,All,A,ShapeBlade,0.5071775595404463,0.703190191324758,0.2643662283959682,0.0036
Average,All,A,SLA,0.2897624601220731,0.5560403585405339,-0.03662201963098498,0.0708
Average,All,A,Yield,0.2751334503703009,0.5188163893381869,0.03819366225767248,0.0312
Average,All,Angle,FT,-0.7529310961804679,-0.625345941483279,-0.8475954949527912,0
Average,All,Angle,LeafRate,-0.7335813761807882,-0.5959763402624367,-0.836925008747428,0
Average,All,Angle,LeafSize,-0.04500867475802647,0.10204423178968668,-0.21165564395190437,0.3184
Average,All,Angle,N,-0.5473363325183573,-0.4160497912727052,-0.6682340487288249,0
Average,All,Angle,Nmol,-0.15802414334092735,0.12191762517934523,-0.41810698283528613,0.1744
Average,All,Angle,PetioleRatio,0.8425681957958278,0.9134587276730486,0.7420859724516586,0
Average,All,Angle,Phyllochron,0.9240009961100548,0.9720914689171246,0.8517621426023024,0
Average,All,Angle,RGR,-0.3253224555207856,-0.1177790880831657,-0.5131492890782873,0.0056
Average,All,Angle,SeedLength,0.5240177644096582,0.7209392255426617,0.2910188713785427,0
Average,All,Angle,ShapeBlade,-0.43860388424894114,-0.27785593184036717,-0.5769732859183015,0
Average,All,Angle,SLA,0.7265148683945142,0.8598648643222226,0.5623542368327736,0
Average,All,Angle,Yield,-0.9223254475117149,-0.8649109209925938,-0.9649113372238732,0
Average,All,Chl,Angle,-0.6522234919565134,-0.4148387649805126,-0.8450057489427414,0.0014
Average,All,Chl,DW,0.6809798634010444,0.8304669529593058,0.48089277098764244,2e-4
Average,All,Chl,FT,0.28646151712709667,0.5351151704630711,0.0058352072963850695,0.0476
Average,All,Chl,gsw,-0.41429515275582435,-0.12047871542226307,-0.6549268956245982,0.014
Average,All,Chl,LeafRate,0.4011049775433695,0.6056557926286701,0.16952592129315588,0.0058
Average,All,Chl,LeafSize,0.3211543318568437,0.5471862059946545,0.07192688613188582,0.0186
Average,All,Chl,N,0.16346876755892753,0.4318062878728444,-0.08702253812943576,0.132
Average,All,Chl,Nmol,-0.373377031536053,-0.06807167823540872,-0.6095782868393185,0.021
Average,All,Chl,PetioleRatio,-0.3971460279374606,-0.14222253858165662,-0.6231173345633658,0.0114
Average,All,Chl,Phyllochron,-0.7920957572275338,-0.5749416757196543,-0.9157794964651033,0.0016
Average,All,Chl,RGR,0.19273120926288323,0.4473811632734306,-0.03584981137025696,0.0766
Average,All,Chl,RootLength,0.6900583562846265,0.8461705815825905,0.42145834297155604,6e-4
Average,All,Chl,SeedLength,0.001050678001108553,0.3169031369635293,-0.32431933181252903,0.4982
Average,All,Chl,ShapeBlade,0.04970715076539211,0.3022703478526903,-0.20530093349775555,0.3626
Average,All,Chl,SLA,-0.8103932533772145,-0.6111699663182488,-0.9259844140987966,4e-4
Average,All,Chl,Yield,0.7735608132107717,0.9044627046643766,0.5518793060269278,0.002
Average,All,DW,Angle,-0.47972896409267063,-0.3374953245545202,-0.6210947532435304,0
Average,All,DW,FT,-0.17358191784804322,-0.06383343422610205,-0.28202352401944836,0.006
Average,All,DW,LeafRate,0.22964083584597067,0.378986979773197,0.053554697633127146,0.018
Average,All,DW,LeafSize,0.8557144710051607,0.9057569737273548,0.7964361639780139,0
Average,All,DW,N,0.5656751717570996,0.6806809175999563,0.43661529280400674,0
Average,All,DW,Nmol,-0.5989123052711769,-0.4085577644576315,-0.7340223852940206,4e-4
Average,All,DW,PetioleRatio,-0.046895618383337584,0.04339798987843077,-0.13741844914672058,0.1938
Average,All,DW,Phyllochron,-0.5440781170718292,-0.42163578312713057,-0.6556420554589332,0
Average,All,DW,RGR,0.24762242895515346,0.4078611895154563,0.05001045593280711,0.0254
Average,All,DW,RootLength,0.719601368061259,0.7890455461750511,0.6440805329482711,0
Average,All,DW,SeedLength,0.471421679132346,0.6356545536558029,0.27102512646503296,0.0012
Average,All,DW,ShapeBlade,-0.4733324582518841,-0.37221126147037886,-0.5677968355232836,0
Average,All,DW,SLA,-0.4821079540459662,-0.3217729727140555,-0.6369245148200056,0
Average,All,DW,Yield,0.45996338857756514,0.5710888407421706,0.3408998783262101,0
Average,All,FT,LeafRate,0.9368671091511136,0.9819057767932318,0.8617428727326287,0
Average,All,FT,Phyllochron,-0.7013782485131488,-0.6096645007177389,-0.7812444503414985,0
Average,All,FT,RGR,0.5940749148720075,0.7702540692756789,0.3208260932902489,0.0018
Average,All,FT,SeedLength,-0.8855861289309113,-0.7798775966052716,-0.9578489206838575,0
Average,All,FT,Yield,0.758301565672912,0.8176990616743336,0.694789190963594,0
Average,All,gsw,Angle,-0.03513956400723062,0.17454814840334845,-0.25825583017388837,0.391
Average,All,gsw,DW,-0.4201712788650279,-0.2588285004334479,-0.5507229300477441,0
Average,All,gsw,FT,0.5756117072281506,0.7672178537613887,0.3598198467720702,6e-4
Average,All,gsw,LeafRate,-0.08936666215663669,0.18495033101100183,-0.32075520020529413,0.2876
Average,All,gsw,LeafSize,-0.4410215702376427,-0.27649369778576605,-0.5837028594783349,0
Average,All,gsw,N,0.35627966885215673,0.5555112478527763,0.14571328015946894,0.004
Average,All,gsw,Nmol,0.765914286619898,0.9413639643186129,0.3401320565997765,0.001
Average,All,gsw,PetioleRatio,-0.3761043374919272,-0.22307344865316325,-0.5451303020304141,0
Average,All,gsw,Phyllochron,-0.21433810005159634,0.033741776392527026,-0.4840001237608287,0.0806
Average,All,gsw,RGR,-0.4755122627309428,-0.15741669375564193,-0.7033019853559004,0.0108
Average,All,gsw,RootLength,-0.7952495476626994,-0.6718456468922896,-0.8867488950830655,0
Average,All,gsw,SeedLength,-0.677560506919572,-0.42806767962702996,-0.8642845957876124,0.0012
Average,All,gsw,ShapeBlade,0.27709510850518737,0.4821509385323915,0.06968938224537678,0.0156
Average,All,gsw,SLA,0.5078694317350964,0.7066598283048494,0.2445286201357006,0.002
Average,All,gsw,Yield,0.2313746264196347,0.4955762364096528,0.004825014012033951,0.0478
Average,All,LeafSize,FT,-0.6324010894480321,-0.5564249612620349,-0.7018102685916578,0
Average,All,LeafSize,LeafRate,-0.12443842658065266,0.027787612100625282,-0.2903792289267925,0.0902
Average,All,LeafSize,N,0.46990562240563916,0.6045963030785739,0.3255163516842383,0
Average,All,LeafSize,Nmol,-0.7421992326590994,-0.5125832110558923,-0.8620816594558276,0
Average,All,LeafSize,Phyllochron,-0.0219475436609207,0.10263947119091417,-0.150839580257298,0.3844
Average,All,LeafSize,RGR,0.1714934329502352,0.33361314593832536,-0.005638790938929351,0.0568
Average,All,LeafSize,SeedLength,0.7641521850717543,0.8659938385457852,0.6281874793846192,4e-4
Average,All,LeafSize,Yield,-0.07666833392336114,0.03083106417084509,-0.187372601478295,0.1256
Average,All,LUE,A,0.8957058919524017,0.9739150963811929,0.6593234286454432,0.002
Average,All,LUE,Angle,-0.35375199007202185,-0.0879634890180815,-0.5925787488996042,0.018
Average,All,LUE,Chl,-0.27316884224620164,0.11626190718155349,-0.5804550503279777,0.104
Average,All,LUE,DW,-0.28157798765222597,-0.040066527807562514,-0.4811932241045349,0.0324
Average,All,LUE,FT,0.6213821391553862,0.8183316040586188,0.3569010884791754,0.0016
Average,All,LUE,gsw,0.7822884109288459,0.926105120624732,0.5202855004023773,0.0032
Average,All,LUE,LeafRate,0.30320124976643814,0.5602157427957015,0.029560761715766812,0.0362
Average,All,LUE,LeafSize,-0.369372034526845,-0.12173080858158195,-0.5818326789128312,0.0154
Average,All,LUE,N,0.5351682625205093,0.7177558462084221,0.3051409356953009,8e-4
Average,All,LUE,Nmol,0.6857470216475652,0.873240772196926,0.3958279438605876,0.003
Average,All,LUE,PetioleRatio,-0.6065034421201705,-0.3701969634072736,-0.7785065008786245,6e-4
Average,All,LUE,Phyllochron,-0.2860795001002866,-0.017735655974826115,-0.5470202882534568,0.0406
Average,All,LUE,RGR,-0.017143244339802917,0.29496236527474673,-0.30040530877798743,0.4614
Average,All,LUE,RootLength,-0.794123600579199,-0.5859299940127497,-0.9064196783327308,0.002
Average,All,LUE,SeedLength,-0.7288354772814352,-0.45785206868401085,-0.8957832772856873,0.0046
Average,All,LUE,ShapeBlade,0.456754208912027,0.6799795361087158,0.18124791701228538,0.0086
Average,All,LUE,SLA,0.21810455176108978,0.4994143959770078,-0.11572787108141566,0.133
Average,All,LUE,Yield,0.30769466280922786,0.5572227625683706,0.04704841800132434,0.0298
Average,All,N,FT,0.2268458944987953,0.3612960241604648,0.08404491269092085,0.0028
Average,All,N,LeafRate,0.37654458209282593,0.5571391547176509,0.17151237109181416,0.0018
Average,All,N,Nmol,0.06598424701767769,0.31206528066747263,-0.1675795860756175,0.3334
Average,All,N,Phyllochron,-0.4935321826586708,-0.376627443081906,-0.5991404015903634,0
Average,All,N,RGR,0.19324458966188973,0.4291197491577844,-0.05788568960783441,0.1046
Average,All,N,SeedLength,-0.10063382388024492,0.12452252802694896,-0.32496846100191307,0.2364
Average,All,N,Yield,0.4358010141380243,0.5475722888762595,0.3167100410364699,0
